cdp,cdpx,cdpy
2543,119.918744,22.622002
2544,119.918765,22.62198575
2545,119.918786,22.6219695
2546,119.918807,22.62195325
2547,119.918828,22.621937
2548,119.91885175,22.621920125
2549,119.9188755,22.62190325
2550,119.91889925,22.621886375
2551,119.918923,22.6218695
2552,119.91894675,22.621852625
2553,119.9189705,22.62183575
2554,119.91899425,22.621818875
2555,119.919018,22.621802
2556,119.91903925,22.6217865
2557,119.9190605,22.621771
2558,119.91908175,22.6217555
2559,119.919103,22.62174
2560,119.91912425,22.6217245
2561,119.9191455,22.621709
2562,119.91916675,22.6216935
2563,119.919188,22.621678
2564,119.919213,22.621660125
2565,119.919238,22.62164225
2566,119.919263,22.621624375
2567,119.919288,22.6216065
2568,119.919313,22.621588625
2569,119.919338,22.62157075
2570,119.919363,22.621552875
2571,119.919388,22.621535
2572,119.919412875,22.62152
2573,119.91943775,22.621505
2574,119.919462625,22.62149
2575,119.9194875,22.621475
2576,119.919512375,22.62146
2577,119.91953725,22.621445
2578,119.919562125,22.62143
2579,119.919587,22.621415
2580,119.91960925,22.6213985
2581,119.9196315,22.621382
2582,119.91965375,22.6213655
2583,119.919676,22.621349
2584,119.91969825,22.6213325
2585,119.9197205,22.621316
2586,119.91974275,22.6212995
2587,119.919765,22.621283
2588,119.91978725,22.62126675
2589,119.9198095,22.6212505
2590,119.91983175,22.62123425
2591,119.919854,22.621218
2592,119.91987625,22.62120175
2593,119.9198985,22.6211855
2594,119.91992075,22.62116925
2595,119.919943,22.621153
2596,119.919966,22.621137625
2597,119.919989,22.62112225
2598,119.920012,22.621106875
2599,119.920035,22.6210915
2600,119.920058,22.621076125
2601,119.920081,22.62106075
2602,119.920104,22.621045375
2603,119.920127,22.62103
2604,119.920148625,22.621014
2605,119.92017025,22.620998
2606,119.920191875,22.620982
2607,119.9202135,22.620966
2608,119.920235125,22.62095
2609,119.92025675,22.620934
2610,119.920278375,22.620918
2611,119.9203,22.620902
2612,119.92032275,22.62088575
2613,119.9203455,22.6208695
2614,119.92036825,22.62085325
2615,119.920391,22.620837
2616,119.92041375,22.62082075
2617,119.9204365,22.6208045
2618,119.92045925,22.62078825
2619,119.920482,22.620772
2620,119.920504625,22.620754625
2621,119.92052725,22.62073725
2622,119.920549875,22.620719875
2623,119.9205725,22.6207025
2624,119.920595125,22.620685125
2625,119.92061775,22.62066775
2626,119.920640375,22.620650375
2627,119.920663,22.620633
2628,119.92068725,22.620616375
2629,119.9207115,22.62059975
2630,119.92073575,22.620583125
2631,119.92076,22.6205665
2632,119.92078425,22.620549875
2633,119.9208085,22.62053325
2634,119.92083275,22.620516625
2635,119.920857,22.6205
2636,119.920879625,22.620483125
2637,119.92090225,22.62046625
2638,119.920924875,22.620449375
2639,119.9209475,22.6204325
2640,119.920970125,22.620415625
2641,119.92099275,22.62039875
2642,119.921015375,22.620381875
2643,119.921038,22.620365
2644,119.921059875,22.620351
2645,119.92108175,22.620337
2646,119.921103625,22.620323
2647,119.9211255,22.620309
2648,119.921147375,22.620295
2649,119.92116925,22.620281
2650,119.921191125,22.620267
2651,119.921213,22.620253
2652,119.921235125,22.620234875
2653,119.92125725,22.62021675
2654,119.921279375,22.620198625
2655,119.9213015,22.6201805
2656,119.921323625,22.620162375
2657,119.92134575,22.62014425
2658,119.921367875,22.620126125
2659,119.92139,22.620108
2660,119.921413125,22.620091625
2661,119.92143625,22.62007525
2662,119.921459375,22.620058875
2663,119.9214825,22.6200425
2664,119.921505625,22.620026125
2665,119.92152875,22.62000975
2666,119.921551875,22.619993375
2667,119.921575,22.619977
2668,119.921596875,22.619958
2669,119.92161875,22.619939
2670,119.921640625,22.61992
2671,119.9216625,22.619901
2672,119.921684375,22.619882
2673,119.92170625,22.619863
2674,119.921728125,22.619844
2675,119.92175,22.619825
2676,119.92177375,22.619809625
2677,119.9217975,22.61979425
2678,119.92182125,22.619778875
2679,119.921845,22.6197635
2680,119.92186875,22.619748125
2681,119.9218925,22.61973275
2682,119.92191625,22.619717375
2683,119.92194,22.619702
2684,119.921960625,22.6196845
2685,119.92198125,22.619667
2686,119.922001875,22.6196495
2687,119.9220225,22.619632
2688,119.922043125,22.6196145
2689,119.92206375,22.619597
2690,119.922084375,22.6195795
2691,119.922105,22.619562
2692,119.922126625,22.6195445
2693,119.92214825,22.619527
2694,119.922169875,22.6195095
2695,119.9221915,22.619492
2696,119.922213125,22.6194745
2697,119.92223475,22.619457
2698,119.922256375,22.6194395
2699,119.922278,22.619422
2700,119.922301375,22.619406125
2701,119.92232475,22.61939025
2702,119.922348125,22.619374375
2703,119.9223715,22.6193585
2704,119.922394875,22.619342625
2705,119.92241825,22.61932675
2706,119.922441625,22.619310875
2707,119.922465,22.619295
2708,119.922488125,22.619278375
2709,119.92251125,22.61926175
2710,119.922534375,22.619245125
2711,119.9225575,22.6192285
2712,119.922580625,22.619211875
2713,119.92260375,22.61919525
2714,119.922626875,22.619178625
2715,119.92265,22.619162
2716,119.922673125,22.619146375
2717,119.92269625,22.61913075
2718,119.922719375,22.619115125
2719,119.9227425,22.6190995
2720,119.922765625,22.619083875
2721,119.92278875,22.61906825
2722,119.922811875,22.619052625
2723,119.922835,22.619037
2724,119.922858375,22.619019875
2725,119.92288175,22.61900275
2726,119.922905125,22.618985625
2727,119.9229285,22.6189685
2728,119.922951875,22.618951375
2729,119.92297525,22.61893425
2730,119.922998625,22.618917125
2731,119.923022,22.6189
2732,119.92304575,22.618883125
2733,119.9230695,22.61886625
2734,119.92309325,22.618849375
2735,119.923117,22.6188325
2736,119.92314075,22.618815625
2737,119.9231645,22.61879875
2738,119.92318825,22.618781875
2739,119.923212,22.618765
2740,119.923234,22.61874875
2741,119.923256,22.6187325
2742,119.923278,22.61871625
2743,119.9233,22.6187
2744,119.923322,22.61868375
2745,119.923344,22.6186675
2746,119.923366,22.61865125
2747,119.923388,22.618635
2748,119.923412375,22.6186175
2749,119.92343675,22.6186
2750,119.923461125,22.6185825
2751,119.9234855,22.618565
2752,119.923509875,22.6185475
2753,119.92353425,22.61853
2754,119.923558625,22.6185125
2755,119.923583,22.618495
2756,119.923606125,22.618477875
2757,119.92362925,22.61846075
2758,119.923652375,22.618443625
2759,119.9236755,22.6184265
2760,119.923698625,22.618409375
2761,119.92372175,22.61839225
2762,119.923744875,22.618375125
2763,119.923768,22.618358
2764,119.92379075,22.618341375
2765,119.9238135,22.61832475
2766,119.92383625,22.618308125
2767,119.923859,22.6182915
2768,119.92388175,22.618274875
2769,119.9239045,22.61825825
2770,119.92392725,22.618241625
2771,119.92395,22.618225
2772,119.9239725,22.6182085
2773,119.923995,22.618192
2774,119.9240175,22.6181755
2775,119.92404,22.618159
2776,119.9240625,22.6181425
2777,119.924085,22.618126
2778,119.9241075,22.6181095
2779,119.92413,22.618093
2780,119.92415225,22.618076
2781,119.9241745,22.618059
2782,119.92419675,22.618042
2783,119.924219,22.618025
2784,119.92424125,22.618008
2785,119.9242635,22.617991
2786,119.92428575,22.617974
2787,119.924308,22.617957
2788,119.924329875,22.61793775
2789,119.92435175,22.6179185
2790,119.924373625,22.61789925
2791,119.9243955,22.61788
2792,119.924417375,22.61786075
2793,119.92443925,22.6178415
2794,119.924461125,22.61782225
2795,119.924483,22.617803
2796,119.924503625,22.617787
2797,119.92452425,22.617771
2798,119.924544875,22.617755
2799,119.9245655,22.617739
2800,119.924586125,22.617723
2801,119.92460675,22.617707
2802,119.924627375,22.617691
2803,119.924648,22.617675
2804,119.924671625,22.617656625
2805,119.92469525,22.61763825
2806,119.924718875,22.617619875
2807,119.9247425,22.6176015
2808,119.924766125,22.617583125
2809,119.92478975,22.61756475
2810,119.924813375,22.617546375
2811,119.924837,22.617528
2812,119.924861125,22.61750825
2813,119.92488525,22.6174885
2814,119.924909375,22.61746875
2815,119.9249335,22.617449
2816,119.924957625,22.61742925
2817,119.92498175,22.6174095
2818,119.925005875,22.61738975
2819,119.92503,22.61737
2820,119.925053125,22.617354125
2821,119.92507625,22.61733825
2822,119.925099375,22.617322375
2823,119.9251225,22.6173065
2824,119.925145625,22.617290625
2825,119.92516875,22.61727475
2826,119.925191875,22.617258875
2827,119.925215,22.617243
2828,119.925234625,22.617226625
2829,119.92525425,22.61721025
2830,119.925273875,22.617193875
2831,119.9252935,22.6171775
2832,119.925313125,22.617161125
2833,119.92533275,22.61714475
2834,119.925352375,22.617128375
2835,119.925372,22.617112
2836,119.925393625,22.617093375
2837,119.92541525,22.61707475
2838,119.925436875,22.617056125
2839,119.9254585,22.6170375
2840,119.925480125,22.617018875
2841,119.92550175,22.61700025
2842,119.925523375,22.616981625
2843,119.925545,22.616963
2844,119.92556775,22.6169455
2845,119.9255905,22.616928
2846,119.92561325,22.6169105
2847,119.925636,22.616893
2848,119.92565875,22.6168755
2849,119.9256815,22.616858
2850,119.92570425,22.6168405
2851,119.925727,22.616823
2852,119.925750875,22.616806375
2853,119.92577475,22.61678975
2854,119.925798625,22.616773125
2855,119.9258225,22.6167565
2856,119.925846375,22.616739875
2857,119.92587025,22.61672325
2858,119.925894125,22.616706625
2859,119.925918,22.61669
2860,119.925942375,22.616673375
2861,119.92596675,22.61665675
2862,119.925991125,22.616640125
2863,119.9260155,22.6166235
2864,119.926039875,22.616606875
2865,119.92606425,22.61659025
2866,119.926088625,22.616573625
2867,119.926113,22.616557
2868,119.926137,22.616539625
2869,119.926161,22.61652225
2870,119.926185,22.616504875
2871,119.926209,22.6164875
2872,119.926233,22.616470125
2873,119.926257,22.61645275
2874,119.926281,22.616435375
2875,119.926305,22.616418
2876,119.9263285,22.61640075
2877,119.926352,22.6163835
2878,119.9263755,22.61636625
2879,119.926399,22.616349
2880,119.9264225,22.61633175
2881,119.926446,22.6163145
2882,119.9264695,22.61629725
2883,119.926493,22.61628
2884,119.926516375,22.6162625
2885,119.92653975,22.616245
2886,119.926563125,22.6162275
2887,119.9265865,22.61621
2888,119.926609875,22.6161925
2889,119.92663325,22.616175
2890,119.926656625,22.6161575
2891,119.92668,22.61614
2892,119.9267015,22.616125
2893,119.926723,22.61611
2894,119.9267445,22.616095
2895,119.926766,22.61608
2896,119.9267875,22.616065
2897,119.926809,22.61605
2898,119.9268305,22.616035
2899,119.926852,22.61602
2900,119.926873875,22.616002875
2901,119.92689575,22.61598575
2902,119.926917625,22.615968625
2903,119.9269395,22.6159515
2904,119.926961375,22.615934375
2905,119.92698325,22.61591725
2906,119.927005125,22.615900125
2907,119.927027,22.615883
2908,119.9270495,22.61586575
2909,119.927072,22.6158485
2910,119.9270945,22.61583125
2911,119.927117,22.615814
2912,119.9271395,22.61579675
2913,119.927162,22.6157795
2914,119.9271845,22.61576225
2915,119.927207,22.615745
2916,119.92723175,22.6157285
2917,119.9272565,22.615712
2918,119.92728125,22.6156955
2919,119.927306,22.615679
2920,119.92733075,22.6156625
2921,119.9273555,22.615646
2922,119.92738025,22.6156295
2923,119.927405,22.615613
2924,119.927430875,22.615597625
2925,119.92745675,22.61558225
2926,119.927482625,22.615566875
2927,119.9275085,22.6155515
2928,119.927534375,22.615536125
2929,119.92756025,22.61552075
2930,119.927586125,22.615505375
2931,119.927612,22.61549
2932,119.9276355,22.615473375
2933,119.927659,22.61545675
2934,119.9276825,22.615440125
2935,119.927706,22.6154235
2936,119.9277295,22.615406875
2937,119.927753,22.61539025
2938,119.9277765,22.615373625
2939,119.9278,22.615357
2940,119.92782475,22.615338625
2941,119.9278495,22.61532025
2942,119.92787425,22.615301875
2943,119.927899,22.6152835
2944,119.92792375,22.615265125
2945,119.9279485,22.61524675
2946,119.92797325,22.615228375
2947,119.927998,22.61521
2948,119.92801825,22.61519475
2949,119.9280385,22.6151795
2950,119.92805875,22.61516425
2951,119.928079,22.615149
2952,119.92809925,22.61513375
2953,119.9281195,22.6151185
2954,119.92813975,22.61510325
2955,119.92816,22.615088
2956,119.92818375,22.61507225
2957,119.9282075,22.6150565
2958,119.92823125,22.61504075
2959,119.928255,22.615025
2960,119.92827875,22.61500925
2961,119.9283025,22.6149935
2962,119.92832625,22.61497775
2963,119.92835,22.614962
2964,119.928375375,22.614945125
2965,119.92840075,22.61492825
2966,119.928426125,22.614911375
2967,119.9284515,22.6148945
2968,119.928476875,22.614877625
2969,119.92850225,22.61486075
2970,119.928527625,22.614843875
2971,119.928553,22.614827
2972,119.928576125,22.614809625
2973,119.92859925,22.61479225
2974,119.928622375,22.614774875
2975,119.9286455,22.6147575
2976,119.928668625,22.614740125
2977,119.92869175,22.61472275
2978,119.928714875,22.614705375
2979,119.928738,22.614688
2980,119.928761375,22.614672375
2981,119.92878475,22.61465675
2982,119.928808125,22.614641125
2983,119.9288315,22.6146255
2984,119.928854875,22.614609875
2985,119.92887825,22.61459425
2986,119.928901625,22.614578625
2987,119.928925,22.614563
2988,119.928949625,22.61454575
2989,119.92897425,22.6145285
2990,119.928998875,22.61451125
2991,119.9290235,22.614494
2992,119.929048125,22.61447675
2993,119.92907275,22.6144595
2994,119.929097375,22.61444225
2995,119.929122,22.614425
2996,119.92914525,22.614409375
2997,119.9291685,22.61439375
2998,119.92919175,22.614378125
2999,119.929215,22.6143625
3000,119.92923825,22.614346875
3001,119.9292615,22.61433125
3002,119.92928475,22.614315625
3003,119.929308,22.6143
3004,119.9293335,22.614284125
3005,119.929359,22.61426825
3006,119.9293845,22.614252375
3007,119.92941,22.6142365
3008,119.9294355,22.614220625
3009,119.929461,22.61420475
3010,119.9294865,22.614188875
3011,119.929512,22.614173
3012,119.92953575,22.614156
3013,119.9295595,22.614139
3014,119.92958325,22.614122
3015,119.929607,22.614105
3016,119.92963075,22.614088
3017,119.9296545,22.614071
3018,119.92967825,22.614054
3019,119.929702,22.614037
3020,119.92972675,22.6140205
3021,119.9297515,22.614004
3022,119.92977625,22.6139875
3023,119.929801,22.613971
3024,119.92982575,22.6139545
3025,119.9298505,22.613938
3026,119.92987525,22.6139215
3027,119.9299,22.613905
3028,119.92992275,22.6138875
3029,119.9299455,22.61387
3030,119.92996825,22.6138525
3031,119.929991,22.613835
3032,119.93001375,22.6138175
3033,119.9300365,22.6138
3034,119.93005925,22.6137825
3035,119.930082,22.613765
3036,119.930104625,22.613746625
3037,119.93012725,22.61372825
3038,119.930149875,22.613709875
3039,119.9301725,22.6136915
3040,119.930195125,22.613673125
3041,119.93021775,22.61365475
3042,119.930240375,22.613636375
3043,119.930263,22.613618
3044,119.930286125,22.613601625
3045,119.93030925,22.61358525
3046,119.930332375,22.613568875
3047,119.9303555,22.6135525
3048,119.930378625,22.613536125
3049,119.93040175,22.61351975
3050,119.930424875,22.613503375
3051,119.930448,22.613487
3052,119.93047075,22.61347025
3053,119.9304935,22.6134535
3054,119.93051625,22.61343675
3055,119.930539,22.61342
3056,119.93056175,22.61340325
3057,119.9305845,22.6133865
3058,119.93060725,22.61336975
3059,119.93063,22.613353
3060,119.930653125,22.613336125
3061,119.93067625,22.61331925
3062,119.930699375,22.613302375
3063,119.9307225,22.6132855
3064,119.930745625,22.613268625
3065,119.93076875,22.61325175
3066,119.930791875,22.613234875
3067,119.930815,22.613218
3068,119.930837125,22.613200125
3069,119.93085925,22.61318225
3070,119.930881375,22.613164375
3071,119.9309035,22.6131465
3072,119.930925625,22.613128625
3073,119.93094775,22.61311075
3074,119.930969875,22.613092875
3075,119.930992,22.613075
3076,119.931016125,22.6130575
3077,119.93104025,22.61304
3078,119.931064375,22.6130225
3079,119.9310885,22.613005
3080,119.931112625,22.6129875
3081,119.93113675,22.61297
3082,119.931160875,22.6129525
3083,119.931185,22.612935
3084,119.93120775,22.612917875
3085,119.9312305,22.61290075
3086,119.93125325,22.612883625
3087,119.931276,22.6128665
3088,119.93129875,22.612849375
3089,119.9313215,22.61283225
3090,119.93134425,22.612815125
3091,119.931367,22.612798
3092,119.93139075,22.612781125
3093,119.9314145,22.61276425
3094,119.93143825,22.612747375
3095,119.931462,22.6127305
3096,119.93148575,22.612713625
3097,119.9315095,22.61269675
3098,119.93153325,22.612679875
3099,119.931557,22.612663
3100,119.9315805,22.61264575
3101,119.931604,22.6126285
3102,119.9316275,22.61261125
3103,119.931651,22.612594
3104,119.9316745,22.61257675
3105,119.931698,22.6125595
3106,119.9317215,22.61254225
3107,119.931745,22.612525
3108,119.931769375,22.6125085
3109,119.93179375,22.612492
3110,119.931818125,22.6124755
3111,119.9318425,22.612459
3112,119.931866875,22.6124425
3113,119.93189125,22.612426
3114,119.931915625,22.6124095
3115,119.93194,22.612393
3116,119.931964625,22.6123755
3117,119.93198925,22.612358
3118,119.932013875,22.6123405
3119,119.9320385,22.612323
3120,119.932063125,22.6123055
3121,119.93208775,22.612288
3122,119.932112375,22.6122705
3123,119.932137,22.612253
3124,119.93216075,22.612234875
3125,119.9321845,22.61221675
3126,119.93220825,22.612198625
3127,119.932232,22.6121805
3128,119.93225575,22.612162375
3129,119.9322795,22.61214425
3130,119.93230325,22.612126125
3131,119.932327,22.612108
3132,119.932351125,22.612091625
3133,119.93237525,22.61207525
3134,119.932399375,22.612058875
3135,119.9324235,22.6120425
3136,119.932447625,22.612026125
3137,119.93247175,22.61200975
3138,119.932495875,22.611993375
3139,119.93252,22.611977
3140,119.93254375,22.6119595
3141,119.9325675,22.611942
3142,119.93259125,22.6119245
3143,119.932615,22.611907
3144,119.93263875,22.6118895
3145,119.9326625,22.611872
3146,119.93268625,22.6118545
3147,119.93271,22.611837
3148,119.93273475,22.6118205
3149,119.9327595,22.611804
3150,119.93278425,22.6117875
3151,119.932809,22.611771
3152,119.93283375,22.6117545
3153,119.9328585,22.611738
3154,119.93288325,22.6117215
3155,119.932908,22.611705
3156,119.93293075,22.6116885
3157,119.9329535,22.611672
3158,119.93297625,22.6116555
3159,119.932999,22.611639
3160,119.93302175,22.6116225
3161,119.9330445,22.611606
3162,119.93306725,22.6115895
3163,119.93309,22.611573
3164,119.9331125,22.611554875
3165,119.933135,22.61153675
3166,119.9331575,22.611518625
3167,119.93318,22.6115005
3168,119.9332025,22.611482375
3169,119.933225,22.61146425
3170,119.9332475,22.611446125
3171,119.93327,22.611428
3172,119.933292125,22.611409125
3173,119.93331425,22.61139025
3174,119.933336375,22.611371375
3175,119.9333585,22.6113525
3176,119.933380625,22.611333625
3177,119.93340275,22.61131475
3178,119.933424875,22.611295875
3179,119.933447,22.611277
3180,119.9334695,22.611258625
3181,119.933492,22.61124025
3182,119.9335145,22.611221875
3183,119.933537,22.6112035
3184,119.9335595,22.611185125
3185,119.933582,22.61116675
3186,119.9336045,22.611148375
3187,119.933627,22.61113
3188,119.933649875,22.611111875
3189,119.93367275,22.61109375
3190,119.933695625,22.611075625
3191,119.9337185,22.6110575
3192,119.933741375,22.611039375
3193,119.93376425,22.61102125
3194,119.933787125,22.611003125
3195,119.93381,22.610985
3196,119.933830875,22.610966875
3197,119.93385175,22.61094875
3198,119.933872625,22.610930625
3199,119.9338935,22.6109125
3200,119.933914375,22.610894375
3201,119.93393525,22.61087625
3202,119.933956125,22.610858125
3203,119.933977,22.61084
3204,119.934001375,22.610822125
3205,119.93402575,22.61080425
3206,119.934050125,22.610786375
3207,119.9340745,22.6107685
3208,119.934098875,22.610750625
3209,119.93412325,22.61073275
3210,119.934147625,22.610714875
3211,119.934172,22.610697
3212,119.934191375,22.610678375
3213,119.93421075,22.61065975
3214,119.934230125,22.610641125
3215,119.9342495,22.6106225
3216,119.934268875,22.610603875
3217,119.93428825,22.61058525
3218,119.934307625,22.610566625
3219,119.934327,22.610548
3220,119.934349875,22.61052925
3221,119.93437275,22.6105105
3222,119.934395625,22.61049175
3223,119.9344185,22.610473
3224,119.934441375,22.61045425
3225,119.93446425,22.6104355
3226,119.934487125,22.61041675
3227,119.93451,22.610398
3228,119.9345315,22.6103795
3229,119.934553,22.610361
3230,119.9345745,22.6103425
3231,119.934596,22.610324
3232,119.9346175,22.6103055
3233,119.934639,22.610287
3234,119.9346605,22.6102685
3235,119.934682,22.61025
3236,119.934704625,22.6102315
3237,119.93472725,22.610213
3238,119.934749875,22.6101945
3239,119.9347725,22.610176
3240,119.934795125,22.6101575
3241,119.93481775,22.610139
3242,119.934840375,22.6101205
3243,119.934863,22.610102
3244,119.934886375,22.610085125
3245,119.93490975,22.61006825
3246,119.934933125,22.610051375
3247,119.9349565,22.6100345
3248,119.934979875,22.610017625
3249,119.93500325,22.61000075
3250,119.935026625,22.609983875
3251,119.93505,22.609967
3252,119.935073375,22.609949
3253,119.93509675,22.609931
3254,119.935120125,22.609913
3255,119.9351435,22.609895
3256,119.935166875,22.609877
3257,119.93519025,22.609859
3258,119.935213625,22.609841
3259,119.935237,22.609823
3260,119.93526025,22.609805125
3261,119.9352835,22.60978725
3262,119.93530675,22.609769375
3263,119.93533,22.6097515
3264,119.93535325,22.609733625
3265,119.9353765,22.60971575
3266,119.93539975,22.609697875
3267,119.935423,22.60968
3268,119.935446125,22.609661875
3269,119.93546925,22.60964375
3270,119.935492375,22.609625625
3271,119.9355155,22.6096075
3272,119.935538625,22.609589375
3273,119.93556175,22.60957125
3274,119.935584875,22.609553125
3275,119.935608,22.609535
3276,119.935632,22.6095175
3277,119.935656,22.6095
3278,119.93568,22.6094825
3279,119.935704,22.609465
3280,119.935728,22.6094475
3281,119.935752,22.60943
3282,119.935776,22.6094125
3283,119.9358,22.609395
3284,119.935824,22.6093765
3285,119.935848,22.609358
3286,119.935872,22.6093395
3287,119.935896,22.609321
3288,119.93592,22.6093025
3289,119.935944,22.609284
3290,119.935968,22.6092655
3291,119.935992,22.609247
3292,119.936016375,22.609228625
3293,119.93604075,22.60921025
3294,119.936065125,22.609191875
3295,119.9360895,22.6091735
3296,119.936113875,22.609155125
3297,119.93613825,22.60913675
3298,119.936162625,22.609118375
3299,119.936187,22.6091
3300,119.93620825,22.609081625
3301,119.9362295,22.60906325
3302,119.93625075,22.609044875
3303,119.936272,22.6090265
3304,119.93629325,22.609008125
3305,119.9363145,22.60898975
3306,119.93633575,22.608971375
3307,119.936357,22.608953
3308,119.93638075,22.608935375
3309,119.9364045,22.60891775
3310,119.93642825,22.608900125
3311,119.936452,22.6088825
3312,119.93647575,22.608864875
3313,119.9364995,22.60884725
3314,119.93652325,22.608829625
3315,119.936547,22.608812
3316,119.936568875,22.608792375
3317,119.93659075,22.60877275
3318,119.936612625,22.608753125
3319,119.9366345,22.6087335
3320,119.936656375,22.608713875
3321,119.93667825,22.60869425
3322,119.936700125,22.608674625
3323,119.936722,22.608655
3324,119.9367455,22.608636625
3325,119.936769,22.60861825
3326,119.9367925,22.608599875
3327,119.936816,22.6085815
3328,119.9368395,22.608563125
3329,119.936863,22.60854475
3330,119.9368865,22.608526375
3331,119.93691,22.608508
3332,119.9369315,22.608491125
3333,119.936953,22.60847425
3334,119.9369745,22.608457375
3335,119.936996,22.6084405
3336,119.9370175,22.608423625
3337,119.937039,22.60840675
3338,119.9370605,22.608389875
3339,119.937082,22.608373
3340,119.937105875,22.6083545
3341,119.93712975,22.608336
3342,119.937153625,22.6083175
3343,119.9371775,22.608299
3344,119.937201375,22.6082805
3345,119.93722525,22.608262
3346,119.937249125,22.6082435
3347,119.937273,22.608225
3348,119.937297375,22.608206875
3349,119.93732175,22.60818875
3350,119.937346125,22.608170625
3351,119.9373705,22.6081525
3352,119.937394875,22.608134375
3353,119.93741925,22.60811625
3354,119.937443625,22.608098125
3355,119.937468,22.60808
3356,119.937492,22.60806225
3357,119.937516,22.6080445
3358,119.93754,22.60802675
3359,119.937564,22.608009
3360,119.937588,22.60799125
3361,119.937612,22.6079735
3362,119.937636,22.60795575
3363,119.93766,22.607938
3364,119.93768275,22.60792075
3365,119.9377055,22.6079035
3366,119.93772825,22.60788625
3367,119.937751,22.607869
3368,119.93777375,22.60785175
3369,119.9377965,22.6078345
3370,119.93781925,22.60781725
3371,119.937842,22.6078
3372,119.937865875,22.60778275
3373,119.93788975,22.6077655
3374,119.937913625,22.60774825
3375,119.9379375,22.607731
3376,119.937961375,22.60771375
3377,119.93798525,22.6076965
3378,119.938009125,22.60767925
3379,119.938033,22.607662
3380,119.938054875,22.607642625
3381,119.93807675,22.60762325
3382,119.938098625,22.607603875
3383,119.9381205,22.6075845
3384,119.938142375,22.607565125
3385,119.93816425,22.60754575
3386,119.938186125,22.607526375
3387,119.938208,22.607507
3388,119.938231125,22.607488875
3389,119.93825425,22.60747075
3390,119.938277375,22.607452625
3391,119.9383005,22.6074345
3392,119.938323625,22.607416375
3393,119.93834675,22.60739825
3394,119.938369875,22.607380125
3395,119.938393,22.607362
3396,119.9384135,22.6073455
3397,119.938434,22.607329
3398,119.9384545,22.6073125
3399,119.938475,22.607296
3400,119.9384955,22.6072795
3401,119.938516,22.607263
3402,119.9385365,22.6072465
3403,119.938557,22.60723
3404,119.93858275,22.6072115
3405,119.9386085,22.607193
3406,119.93863425,22.6071745
3407,119.93866,22.607156
3408,119.93868575,22.6071375
3409,119.9387115,22.607119
3410,119.93873725,22.6071005
3411,119.938763,22.607082
3412,119.9387845,22.60706425
3413,119.938806,22.6070465
3414,119.9388275,22.60702875
3415,119.938849,22.607011
3416,119.9388705,22.60699325
3417,119.938892,22.6069755
3418,119.9389135,22.60695775
3419,119.938935,22.60694
3420,119.93895725,22.6069215
3421,119.9389795,22.606903
3422,119.93900175,22.6068845
3423,119.939024,22.606866
3424,119.93904625,22.6068475
3425,119.9390685,22.606829
3426,119.93909075,22.6068105
3427,119.939113,22.606792
3428,119.939136625,22.6067745
3429,119.93916025,22.606757
3430,119.939183875,22.6067395
3431,119.9392075,22.606722
3432,119.939231125,22.6067045
3433,119.93925475,22.606687
3434,119.939278375,22.6066695
3435,119.939302,22.606652
3436,119.939325125,22.606633875
3437,119.93934825,22.60661575
3438,119.939371375,22.606597625
3439,119.9393945,22.6065795
3440,119.939417625,22.606561375
3441,119.93944075,22.60654325
3442,119.939463875,22.606525125
3443,119.939487,22.606507
3444,119.93951175,22.60649025
3445,119.9395365,22.6064735
3446,119.93956125,22.60645675
3447,119.939586,22.60644
3448,119.93961075,22.60642325
3449,119.9396355,22.6064065
3450,119.93966025,22.60638975
3451,119.939685,22.606373
3452,119.939709625,22.6063555
3453,119.93973425,22.606338
3454,119.939758875,22.6063205
3455,119.9397835,22.606303
3456,119.939808125,22.6062855
3457,119.93983275,22.606268
3458,119.939857375,22.6062505
3459,119.939882,22.606233
3460,119.939902625,22.606217
3461,119.93992325,22.606201
3462,119.939943875,22.606185
3463,119.9399645,22.606169
3464,119.939985125,22.606153
3465,119.94000575,22.606137
3466,119.940026375,22.606121
3467,119.940047,22.606105
3468,119.94006925,22.6060875
3469,119.9400915,22.60607
3470,119.94011375,22.6060525
3471,119.940136,22.606035
3472,119.94015825,22.6060175
3473,119.9401805,22.606
3474,119.94020275,22.6059825
3475,119.940225,22.605965
3476,119.940248125,22.605945625
3477,119.94027125,22.60592625
3478,119.940294375,22.605906875
3479,119.9403175,22.6058875
3480,119.940340625,22.605868125
3481,119.94036375,22.60584875
3482,119.940386875,22.605829375
3483,119.94041,22.60581
3484,119.940430875,22.605793375
3485,119.94045175,22.60577675
3486,119.940472625,22.605760125
3487,119.9404935,22.6057435
3488,119.940514375,22.605726875
3489,119.94053525,22.60571025
3490,119.940556125,22.605693625
3491,119.940577,22.605677
3492,119.940601125,22.605659875
3493,119.94062525,22.60564275
3494,119.940649375,22.605625625
3495,119.9406735,22.6056085
3496,119.940697625,22.605591375
3497,119.94072175,22.60557425
3498,119.940745875,22.605557125
3499,119.94077,22.60554
3500,119.9407935,22.60552225
3501,119.940817,22.6055045
3502,119.9408405,22.60548675
3503,119.940864,22.605469
3504,119.9408875,22.60545125
3505,119.940911,22.6054335
3506,119.9409345,22.60541575
3507,119.940958,22.605398
3508,119.940980125,22.6053805
3509,119.94100225,22.605363
3510,119.941024375,22.6053455
3511,119.9410465,22.605328
